,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,122.0,0.0,4.0,2.0,0.0,0.0,0.0,61.0,17.0,2.0,24.0,0.0
layer_1,6.0,13.0,1.0,30.0,14.0,0.0,2.0,13.0,0.0,9.0,0.0,0.0
layer_2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,0.0,6.0
layer_3,0.0,0.0,3.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,3.0,62.0
layer_4,0.0,314.0,1.0,1.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0
layer_5,13.0,16.0,1.0,2.0,23.0,1.0,1.0,60.0,0.0,1.0,0.0,0.0
layer_6,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,2.0,15.0,5.0,238.0
layer_7,6.0,9.0,33.0,18.0,13.0,0.0,1.0,0.0,4.0,0.0,2.0,29.0
layer_8,11.0,8.0,1.0,31.0,27.0,72.0,52.0,165.0,53.0,0.0,21.0,9.0
layer_9,0.0,34.0,4.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0
layer_10,1.0,13.0,51.0,2.0,1.0,131.0,1.0,0.0,0.0,5.0,34.0,26.0
layer_11,2.0,0.0,0.0,2.0,20.0,44.0,8.0,59.0,43.0,14.0,2.0,8.0
