,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31,head_32,head_33,head_34,head_35,head_36,head_37,head_38,head_39,head_40,head_41,head_42,head_43,head_44,head_45,head_46,head_47,head_48,head_49,head_50,head_51,head_52,head_53,head_54,head_55,head_56,head_57,head_58,head_59,head_60,head_61,head_62,head_63,head_64,head_65,head_66,head_67,head_68,head_69,head_70
layer_0,39,5,29,14,20,15,21,12,10,32,23,11,37,23,14,11,30,17,8,6,24,19,15,2,14,20,43,7,11,16,27,10,21,31,14,21,20,35,34,29,21,22,46,25,12,39,18,8,32,28,18,23,29,9,37,8,44,26,14,11,25,19,25,39,10,15,28,5,36,8,12
layer_1,1,22,12,5,5,7,14,41,2,12,7,22,8,9,16,6,8,10,24,16,8,6,4,8,8,8,5,8,9,2,10,3,21,7,2,8,6,12,17,12,14,6,10,9,6,10,7,8,40,8,9,10,6,6,13,6,5,11,10,4,11,5,9,19,7,9,10,5,5,13,10
layer_2,5,12,15,16,7,55,10,12,14,11,42,13,24,7,8,9,4,11,13,21,4,13,9,12,11,11,13,12,10,11,9,16,5,12,18,18,4,12,20,12,4,13,16,9,18,8,11,12,6,11,5,0,31,15,4,21,9,33,9,13,14,7,13,18,11,6,17,10,22,9,11
layer_3,10,10,10,26,39,45,13,12,8,10,8,11,11,20,26,9,10,10,11,11,16,13,10,10,10,27,20,42,10,19,30,32,11,11,10,22,10,11,4,9,10,10,11,11,10,11,10,10,37,10,11,20,10,19,17,8,6,51,19,12,33,11,10,12,10,20,10,10,9,12,10
layer_4,8,10,8,9,8,8,8,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,24,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,14,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
layer_5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
layer_6,8,8,8,9,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,9,10,8,8,8,8,8,8,8,9,9,9,14,8,8,8,8,8,9,9,8,19,8,8,17,9,8,8,9,8,9,12,8,8,9,24,8,9,8,8,8,8,8,8,8,8,11
layer_7,8,8,4,8,8,8,8,8,8,8,8,10,8,12,38,8,8,8,9,8,11,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,8,8,8,9,8,8,8,9,8,8,8,10,8,8,8,8,8,8,8,19,5,8,11,8,8,8,8
layer_8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,16,8,8,9,8,8,9,8,8,8,8,43,11,11,9,8,9,8,12,9,8,8,3,10,8,8,8,8,8,10,8,3,10,8,8,8,9,8,8,8,8,8,9,8,8,11,8,8,8,10,8,8,13,8
layer_9,8,8,8,8,8,8,8,8,8,10,8,8,8,8,8,8,8,8,8,9,8,8,8,28,8,8,9,8,8,8,9,8,8,8,8,8,8,8,8,8,12,8,8,8,8,8,8,10,8,8,8,8,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,17
