,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31,head_32,head_33,head_34,head_35,head_36,head_37,head_38,head_39,head_40,head_41,head_42,head_43,head_44,head_45,head_46,head_47,head_48,head_49,head_50,head_51,head_52,head_53,head_54,head_55,head_56,head_57,head_58,head_59,head_60,head_61,head_62,head_63,head_64,head_65,head_66,head_67,head_68,head_69,head_70
layer_0,8,1,6,2,11,5,7,2,1,6,5,8,3,6,3,8,6,2,2,3,8,6,6,1,4,10,7,2,3,5,7,2,5,13,4,12,6,7,5,8,4,2,5,9,3,9,5,2,11,2,5,11,9,3,10,4,4,6,6,3,2,11,7,10,3,4,8,2,9,4,3
layer_1,1,3,5,3,1,1,1,4,0,0,1,2,2,1,1,2,0,2,1,0,2,1,1,1,3,0,2,1,1,0,1,0,2,4,1,3,2,1,2,2,2,2,2,3,2,1,2,0,8,1,1,1,1,1,3,2,0,3,1,0,1,1,0,4,2,2,1,2,0,1,2
layer_2,1,2,3,3,2,5,3,3,6,3,4,1,5,1,3,1,1,9,4,2,4,1,2,2,1,2,1,3,5,3,3,6,0,2,2,4,1,1,3,1,1,1,6,3,3,4,4,4,1,3,0,3,10,1,1,9,1,4,3,4,1,1,2,5,2,1,3,3,2,1,1
layer_3,1,1,1,3,2,5,1,2,1,10,3,2,1,4,8,1,2,1,3,2,2,2,1,1,2,2,9,3,1,2,7,1,7,2,1,1,6,1,1,0,3,2,0,1,2,1,1,2,7,0,3,2,3,3,8,1,1,1,1,2,3,4,6,6,2,1,1,1,3,2,8
layer_4,3,3,3,4,3,3,3,4,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
layer_5,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,8,3,3,3,3,4,3,3,3,4,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
layer_6,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,5,3,4,3,2,4,3,3,3,2,3,8,3,3,3,3,3,3,3,3,4,3,4
layer_7,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,5,3,2,4,3,3,3,4,3,3,3,6,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3
layer_8,3,3,3,3,3,4,3,3,3,3,9,4,5,3,3,3,3,3,3,2,3,3,4,3,3,3,3,3,12,4,3,3,2,4,3,4,1,7,3,3,3,3,3,5,3,3,4,4,3,4,4,3,3,3,3,4,3,3,3,4,3,4,3,3,3,3,3,3,5,3,3
layer_9,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4
layer_10,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,5,3,3,3,6,3,5,5,3,3,3,4,4,3,3,4,3,6,4,3,3,3,3,3,3,2,2,3,3,4,3,3,7,2,3,3,4,3,3,3,2,4,3,3,3,5,3,3,3,4,3,3,4,3,2
