,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,201.81702,294.1684,327.07947,131.97636,439.41663,96.25329,246.02571,155.5943,246.15721,293.0932,695.9184,341.79388,240.8658,294.0031,413.58664,532.7,153.20398,172.61365,189.01456,245.93011,99.611885,229.35619,290.49594,199.55507
layer_1,118.3875,308.18228,35.337284,66.25351,259.17343,67.959724,92.36691,37.667427,512.5296,77.44625,72.3596,1038.9498,1175.5289,302.74274,207.2786,92.29814,159.6539,179.34679,60.84551,92.918,410.3198,147.29526,103.270805,840.6724
layer_2,763.56384,30.024794,239.6454,104.50582,153.88855,28.266678,246.57329,35.1596,20.719345,170.92453,31.161076,161.0988,22.75958,537.03864,54.853634,83.60515,244.99638,43.657936,124.049805,539.14685,145.35255,127.28718,27.209251,33.961353
layer_3,36.572372,45.216328,49.00731,229.79555,48.33327,186.9971,161.18996,1044.3907,646.26715,298.52856,160.22342,149.32925,37.69314,267.2478,46.67414,303.08295,145.80577,159.67668,52.40123,294.39557,85.855965,82.157585,29.597895,376.807
layer_4,29.388786,84.05576,24.122889,421.4221,80.56149,885.94946,143.36566,253.97025,50.25141,301.94702,33.349525,214.62894,62.48418,4.0958624,33.773174,40.797848,506.99893,41.245358,133.65648,463.2718,914.0118,87.420166,268.00024,63.520763
layer_5,131.94348,586.4232,262.50153,60.33258,249.06654,429.62186,49.959534,135.18204,183.30133,29.895088,126.10073,173.82123,264.35974,40.262012,89.09012,24.759604,426.2942,96.550705,114.71844,105.77521,41.547703,277.27554,674.4957,179.50496
layer_6,1182.6207,54.40236,320.29956,158.13777,40.104282,36.566475,165.4934,152.28781,165.96849,160.64975,303.67474,56.84953,74.12522,600.1498,101.8306,147.55017,107.01941,8.550219,441.73813,181.85066,180.63794,146.84947,422.8698,34.254684
layer_7,379.3965,66.3746,144.60594,68.71017,171.73929,227.77486,117.37588,352.9793,20.79324,168.15266,122.35904,449.75403,72.10628,221.05647,30.454836,485.31873,339.36288,114.14932,91.65202,42.198326,107.918396,86.76129,175.61769,344.30777
layer_8,85.275566,133.8626,24.456722,77.36782,511.95773,153.94571,163.08011,292.2564,207.34201,171.31816,152.01033,99.471924,117.52053,495.5601,93.812256,38.71853,36.071003,140.49281,361.98532,20.250587,142.15742,254.6983,292.787,88.25565
layer_9,67.18432,50.06021,108.899605,34.37323,196.37326,124.45091,22.753109,315.90198,133.33775,64.19147,27.54068,83.548294,229.44266,253.38885,161.6772,46.8183,297.21567,401.2213,221.18681,65.75252,636.8829,368.40158,173.5077,139.62328
layer_10,223.46555,303.80127,183.09842,282.19235,143.68738,39.99184,114.2559,131.66675,522.3649,226.01038,123.66619,201.01465,60.924747,232.98102,103.58685,193.12907,176.60547,118.23803,163.49532,81.09968,409.96146,52.350124,312.03336,282.2762
layer_11,255.04741,146.33453,36.328693,257.2694,152.09235,157.4968,127.810074,24.99742,150.96541,94.81818,36.008324,44.929253,154.08693,2.3081295,83.54409,102.32264,214.75677,65.40408,11.020277,41.938393,3.3660142,78.378586,134.38525,103.226326
layer_12,5.8212643,6.957575,9.419563,5.6115723,14.748104,4.806308,6.2850623,32.735836,5.5434346,5.990855,30.577229,9.555299,11.748774,7.8066688,7.3958936,8.756367,6.099688,4.6434174,4.7889695,58.29621,6.1062064,2.612682,5.553492,9.284299
layer_13,244.34103,291.22067,141.17996,154.42424,360.79144,125.11229,147.16214,51.62533,482.56998,84.55225,49.179237,847.7893,754.6645,225.00357,196.00334,134.16823,128.10468,194.19435,51.242252,68.26485,182.36356,81.75516,102.465645,419.63416
layer_14,440.1077,45.068375,207.4338,108.420845,170.65443,44.80947,266.47916,86.35291,103.823875,171.80365,61.012486,181.3759,38.456146,281.9106,80.445755,86.63454,201.8045,120.10259,166.9795,266.7731,97.744804,150.6495,37.54199,34.439358
layer_15,77.94148,46.481987,59.13892,305.5984,184.99316,130.03456,156.20624,488.02872,356.773,215.53838,148.10315,138.24055,57.297764,150.14014,88.28713,190.16496,161.06325,112.37034,102.786736,183.4189,122.523315,99.273735,95.56253,213.0018
layer_16,46.57921,74.203125,45.125797,255.60333,93.958244,497.62518,110.47185,168.32527,67.86168,215.21513,44.68648,165.45921,122.65099,24.480715,73.75343,56.405396,297.94885,75.63666,131.19829,273.34995,542.92957,91.99719,191.0912,53.487743
layer_17,86.99553,357.13962,212.71349,79.34363,180.99841,249.39136,58.125706,111.328064,150.05318,31.684546,208.78493,148.59508,175.30592,55.10859,94.85402,34.89914,271.18716,95.20573,123.184685,107.06148,84.989624,184.32939,368.4007,170.01622
