,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,61,9,85,0,32,5,17,55,35,3,24,0
layer_1,1,30,2,0,25,24,5,1,7,28,11,4
layer_2,0,0,75,0,3,1,0,17,0,1,0,0
layer_3,93,0,4,4,4,0,0,0,6,3,0,1
layer_4,2,85,3,87,45,57,3,7,30,1,110,25
layer_5,0,0,0,0,4,1,0,0,0,1,69,43
layer_6,0,66,46,305,17,0,1,0,58,43,12,10
layer_7,22,42,1,300,17,175,7,4,0,0,0,7
layer_8,0,174,2,0,178,57,0,22,134,14,51,256
layer_9,0,322,0,1,19,364,33,15,218,0,0,413
layer_10,21,4,112,223,23,6,19,9,0,43,22,235
layer_11,70,13,12,14,2,25,22,3,81,0,141,77
