,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,524,22,1314,134,152,92,51,2091,1172,17,1078,0
layer_1,103,37,2,0,2276,152,9,3,37,60,38,251
layer_2,0,0,3448,2,52,1,1,916,4,2,9,46
layer_3,2210,2,169,378,13,2,6,0,2,825,0,0
layer_4,7,2073,1,3815,39,2,2,1935,5,6,514,207
layer_5,13,1,0,19,0,0,0,0,14,0,675,73
layer_6,0,1161,0,12,0,0,0,0,0,2902,1374,26
layer_7,58,300,0,83,16,84,19,536,0,0,11,10
layer_8,0,0,0,0,962,132,19,1,2194,0,178,250
layer_9,0,82,2,25,0,1,59,1,139,2,1,44
layer_10,1,6,2253,68,566,400,0,0,1,1793,870,339
layer_11,275,731,377,9,34,12,66,2,28,1,463,3422
