,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,16,0,120,3,1,9,73,0,4,8,8,6
layer_1,4,6,0,1,3,1,1,2,3,0,6,4
layer_2,0,1,0,0,0,0,4,0,0,0,0,6
layer_3,0,0,0,16,2,21,6,0,13,1,0,0
layer_4,0,0,1,4,25,25,5,3,142,0,50,0
layer_5,1,0,1,0,0,11,0,0,0,0,0,12
layer_6,0,0,159,0,0,0,8,0,0,1,0,23
layer_7,0,0,0,23,8,0,0,0,0,0,0,0
layer_8,9,0,16,0,0,111,0,0,1,0,10,20
layer_9,0,30,0,0,0,0,0,0,166,0,0,0
layer_10,2,6,3,1,2,0,9,4,23,1,13,1
layer_11,107,0,0,7,0,15,64,47,236,12,55,0
