,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,8,4,20,20,0,0,5,18,3,5,14,5,18,15,14,10
layer_1,3,1,3,1,0,1,9,3,3,3,3,2,9,5,2,1
layer_2,10,5,4,1,1,5,3,4,0,5,1,1,3,12,6,1
layer_3,12,5,4,4,10,0,7,3,1,7,0,8,0,3,6,4
layer_4,2,0,11,0,7,2,6,5,14,3,4,7,0,11,18,17
layer_5,2,3,1,19,18,13,13,0,0,19,2,7,12,0,12,0
layer_6,13,3,12,7,14,14,10,9,11,0,12,12,14,0,19,21
layer_7,0,5,14,13,13,14,1,5,15,16,0,0,1,11,10,18
layer_8,20,0,11,10,9,0,0,13,13,1,17,24,14,3,7,8
layer_9,1,10,0,0,6,0,10,17,5,11,6,13,4,12,8,6
layer_10,0,10,15,11,0,20,12,7,15,13,19,15,6,0,8,13
layer_11,5,11,2,8,10,1,0,1,13,10,8,4,0,0,1,5
layer_12,12,8,13,0,8,8,10,0,5,7,0,3,11,10,1,0
layer_13,1,3,5,15,1,3,0,0,15,0,0,0,4,17,9,6
layer_14,11,0,3,10,14,11,4,13,12,0,22,14,6,0,10,12
layer_15,0,16,1,0,4,10,17,14,7,7,1,7,9,6,17,9
layer_16,2,6,8,8,8,8,8,9,12,7,8,8,8,6,8,2
layer_17,5,6,8,7,4,4,7,6,5,3,9,9,8,10,8,5
layer_18,4,7,7,5,3,7,4,13,7,7,10,7,0,3,7,7
layer_19,5,4,9,7,4,8,4,7,7,9,8,6,10,9,5,5
layer_20,10,8,8,7,3,8,8,9,5,1,4,8,6,6,4,4
layer_21,7,11,7,4,4,4,8,6,9,7,9,8,6,4,9,8
layer_22,9,4,12,13,13,18,6,9,10,9,3,1,4,5,9,8
layer_23,12,5,3,4,9,9,1,0,6,7,7,4,5,7,2,7
layer_24,3,2,9,10,9,6,1,0,1,15,6,0,0,2,1,1
layer_25,0,2,2,2,3,0,0,1,1,2,1,0,0,0,0,0
layer_26,1,2,0,0,0,0,0,0,0,1,6,2,2,0,0,0
layer_27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
layer_28,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
layer_29,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
layer_30,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1
layer_31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
layer_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_40,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
layer_41,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
