,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,336,281,241,233,311,287,342,400,184,163,307,108,166,382,254,337
layer_1,385,66,225,112,295,111,139,86,207,116,199,308,308,196,171,98
layer_2,144,330,299,306,228,396,308,410,459,352,121,397,246,321,73,148
layer_3,61,120,59,75,62,296,60,61,59,59,59,59,61,63,59,60
layer_4,59,59,59,59,59,110,59,95,59,59,59,62,59,61,58,78
layer_5,179,59,178,59,59,150,93,59,79,59,59,59,60,62,59,67
layer_6,61,89,59,59,95,79,59,60,60,59,59,59,60,59,59,59
layer_7,61,134,59,59,63,63,59,59,59,59,59,99,59,60,58,59
layer_8,59,59,63,63,61,59,64,64,60,60,59,91,69,60,60,59
layer_9,60,61,88,59,79,143,60,62,59,63,60,59,59,82,59,59
layer_10,59,59,59,67,71,60,60,59,59,65,62,73,59,59,60,59
layer_11,59,59,60,60,78,91,60,60,61,59,59,211,71,59,62,65
layer_12,60,59,59,59,59,59,60,94,59,59,59,62,256,76,64,59
layer_13,64,59,62,60,65,63,59,61,59,59,60,59,69,62,131,59
layer_14,61,60,59,59,62,59,61,59,75,182,60,61,60,59,59,59
layer_15,59,63,61,60,59,59,59,62,59,59,59,59,59,194,64,59
layer_16,63,63,60,61,59,60,62,59,59,59,61,64,60,59,60,59
layer_17,59,60,89,62,59,59,61,59,59,61,59,65,61,61,60,59
layer_18,64,59,59,62,69,62,59,64,59,93,59,110,59,59,59,59
layer_19,84,59,59,59,79,59,60,59,59,62,59,60,61,59,60,59
layer_20,60,59,60,93,59,61,59,59,59,61,73,65,59,63,219,70
layer_21,59,61,59,62,59,61,59,59,59,60,59,62,99,60,59,60
layer_22,61,68,65,59,59,59,59,60,59,59,60,59,59,59,60,59
layer_23,59,60,59,61,67,59,60,59,60,59,61,61,60,59,59,59
layer_24,59,60,124,59,60,59,59,79,77,59,65,60,91,100,59,59
layer_25,61,60,61,59,74,59,60,59,69,62,62,59,59,64,59,59
layer_26,59,59,61,60,59,59,59,60,61,62,71,61,60,61,62,71
layer_27,62,59,63,93,60,63,59,66,59,59,59,59,59,59,59,63
